building_id,timestamp,meter_reading
39,2016-09-02 05:00:00,318.073
45,2016-09-02 05:00:00,4.7779
56,2016-09-02 05:00:00,252.889
75,2016-09-02 05:00:00,207.498
77,2016-09-02 05:00:00,123.407
82,2016-09-02 05:00:00,42.0457
110,2016-09-02 05:00:00,309.125
114,2016-09-02 05:00:00,741.0
124,2016-09-02 05:00:00,31.4
152,2016-09-02 05:00:00,7.843999999999999
153,2016-09-02 05:00:00,20.4
675,2016-09-02 05:00:00,41.3
683,2016-09-02 05:00:00,1.4
702,2016-09-02 05:00:00,11.9
723,2016-09-02 05:00:00,72.1
724,2016-09-02 05:00:00,14.5
729,2016-09-02 05:00:00,3.4
1232,2016-09-02 05:00:00,250.995
1245,2016-09-02 05:00:00,24.875
1262,2016-09-02 05:00:00,72.81
1273,2016-09-02 05:00:00,70.0
1277,2016-09-02 05:00:00,74.6447
1285,2016-09-02 05:00:00,204.0
1300,2016-09-02 05:00:00,50.5918
1303,2016-09-02 05:00:00,523.435
39,2016-09-02 06:00:00,354.59
45,2016-09-02 06:00:00,4.7779
56,2016-09-02 06:00:00,248.452
75,2016-09-02 06:00:00,253.912
77,2016-09-02 06:00:00,116.854
82,2016-09-02 06:00:00,69.2116
110,2016-09-02 06:00:00,316.5
114,2016-09-02 06:00:00,772.5
124,2016-09-02 06:00:00,31.3
152,2016-09-02 06:00:00,7.562
153,2016-09-02 06:00:00,20.0
675,2016-09-02 06:00:00,38.1
683,2016-09-02 06:00:00,1.6
702,2016-09-02 06:00:00,11.3
723,2016-09-02 06:00:00,78.7
724,2016-09-02 06:00:00,17.4
729,2016-09-02 06:00:00,4.0
1232,2016-09-02 06:00:00,248.005
1245,2016-09-02 06:00:00,23.4375
1262,2016-09-02 06:00:00,76.01
1273,2016-09-02 06:00:00,67.0
1277,2016-09-02 06:00:00,73.645
1285,2016-09-02 06:00:00,199.0
1300,2016-09-02 06:00:00,52.8057
1303,2016-09-02 06:00:00,510.745
39,2016-09-02 07:00:00,385.647
45,2016-09-02 07:00:00,4.8462
56,2016-09-02 07:00:00,238.21400000000003
75,2016-09-02 07:00:00,324.899
77,2016-09-02 07:00:00,146.887
82,2016-09-02 07:00:00,70.0307
110,2016-09-02 07:00:00,314.0
114,2016-09-02 07:00:00,811.0
124,2016-09-02 07:00:00,42.0
152,2016-09-02 07:00:00,6.968999999999999
153,2016-09-02 07:00:00,19.2
675,2016-09-02 07:00:00,168.2
683,2016-09-02 07:00:00,1.6
702,2016-09-02 07:00:00,11.6
723,2016-09-02 07:00:00,108.3
724,2016-09-02 07:00:00,36.8
729,2016-09-02 07:00:00,9.6
1232,2016-09-02 07:00:00,249.016
1245,2016-09-02 07:00:00,23.1563
1262,2016-09-02 07:00:00,50.53
1273,2016-09-02 07:00:00,71.0
1277,2016-09-02 07:00:00,74.3114
1285,2016-09-02 07:00:00,206.0
1300,2016-09-02 07:00:00,49.2294
1303,2016-09-02 07:00:00,522.0980000000001
39,2016-09-02 08:00:00,370.289
45,2016-09-02 08:00:00,3.2763
56,2016-09-02 08:00:00,251.182
75,2016-09-02 08:00:00,374.043
77,2016-09-02 08:00:00,129.41299999999998
82,2016-09-02 08:00:00,59.3827
110,2016-09-02 08:00:00,328.875
114,2016-09-02 08:00:00,892.0
124,2016-09-02 08:00:00,50.8
152,2016-09-02 08:00:00,11.5
153,2016-09-02 08:00:00,26.1
675,2016-09-02 08:00:00,187.7
683,2016-09-02 08:00:00,3.4
702,2016-09-02 08:00:00,18.4
723,2016-09-02 08:00:00,139.3
724,2016-09-02 08:00:00,75.2
729,2016-09-02 08:00:00,12.3
1232,2016-09-02 08:00:00,244.00599999999997
1245,2016-09-02 08:00:00,24.9375
1262,2016-09-02 08:00:00,74.19
1273,2016-09-02 08:00:00,67.0
1277,2016-09-02 08:00:00,76.4775
1285,2016-09-02 08:00:00,195.0
1300,2016-09-02 08:00:00,51.2851
1303,2016-09-02 08:00:00,511.536
39,2016-09-02 09:00:00,402.028
45,2016-09-02 09:00:00,3.1739
56,2016-09-02 09:00:00,257.325
75,2016-09-02 09:00:00,379.503
77,2016-09-02 09:00:00,138.696
82,2016-09-02 09:00:00,62.113
110,2016-09-02 09:00:00,320.875
114,2016-09-02 09:00:00,922.5
124,2016-09-02 09:00:00,61.3
152,2016-09-02 09:00:00,13.625
153,2016-09-02 09:00:00,27.3
675,2016-09-02 09:00:00,181.6
683,2016-09-02 09:00:00,6.0
702,2016-09-02 09:00:00,22.6
723,2016-09-02 09:00:00,143.3
724,2016-09-02 09:00:00,76.5
729,2016-09-02 09:00:00,16.1
1232,2016-09-02 09:00:00,248.96400000000003
1245,2016-09-02 09:00:00,24.5
1262,2016-09-02 09:00:00,75.26
1273,2016-09-02 09:00:00,72.0
1277,2016-09-02 09:00:00,98.1377
1285,2016-09-02 09:00:00,186.0
1300,2016-09-02 09:00:00,51.0297
1303,2016-09-02 09:00:00,529.298
39,2016-09-02 10:00:00,411.584
45,2016-09-02 10:00:00,3.1398
56,2016-09-02 10:00:00,267.564
75,2016-09-02 10:00:00,412.266
77,2016-09-02 10:00:00,164.90599999999998
82,2016-09-02 10:00:00,68.256
110,2016-09-02 10:00:00,338.125
114,2016-09-02 10:00:00,999.0
124,2016-09-02 10:00:00,63.3
152,2016-09-02 10:00:00,10.094
153,2016-09-02 10:00:00,28.7
675,2016-09-02 10:00:00,87.7
683,2016-09-02 10:00:00,6.7
702,2016-09-02 10:00:00,26.4
723,2016-09-02 10:00:00,156.4
724,2016-09-02 10:00:00,78.8
729,2016-09-02 10:00:00,16.7
1232,2016-09-02 10:00:00,248.974
1245,2016-09-02 10:00:00,53.0312
1262,2016-09-02 10:00:00,111.23
1273,2016-09-02 10:00:00,66.0
1277,2016-09-02 10:00:00,117.299
1285,2016-09-02 10:00:00,212.0
1300,2016-09-02 10:00:00,56.8321
1303,2016-09-02 10:00:00,584.529
39,2016-09-02 11:00:00,413.63199999999995
45,2016-09-02 11:00:00,3.1398
56,2016-09-02 11:00:00,259.373
75,2016-09-02 11:00:00,414.997
77,2016-09-02 11:00:00,193.847
82,2016-09-02 11:00:00,33.7185
110,2016-09-02 11:00:00,338.5
114,2016-09-02 11:00:00,1034.5
124,2016-09-02 11:00:00,63.9
152,2016-09-02 11:00:00,9.718
153,2016-09-02 11:00:00,31.2
675,2016-09-02 11:00:00,48.0
683,2016-09-02 11:00:00,7.0
702,2016-09-02 11:00:00,28.7
723,2016-09-02 11:00:00,147.3
724,2016-09-02 11:00:00,84.2
729,2016-09-02 11:00:00,20.5
1232,2016-09-02 11:00:00,251.00599999999997
1245,2016-09-02 11:00:00,55.3437
1262,2016-09-02 11:00:00,124.38
1273,2016-09-02 11:00:00,196.0
1277,2016-09-02 11:00:00,141.958
1285,2016-09-02 11:00:00,209.0
1300,2016-09-02 11:00:00,58.0121
1303,2016-09-02 11:00:00,603.148
39,2016-09-02 12:00:00,418.751
45,2016-09-02 12:00:00,3.1398
56,2016-09-02 12:00:00,270.29400000000004
75,2016-09-02 12:00:00,423.1869999999999
77,2016-09-02 12:00:00,177.46599999999998
82,2016-09-02 12:00:00,53.9223
110,2016-09-02 12:00:00,345.5
114,2016-09-02 12:00:00,1068.0
124,2016-09-02 12:00:00,61.6
152,2016-09-02 12:00:00,10.032
153,2016-09-02 12:00:00,29.7
675,2016-09-02 12:00:00,37.5
683,2016-09-02 12:00:00,9.0
702,2016-09-02 12:00:00,26.5
723,2016-09-02 12:00:00,147.3
724,2016-09-02 12:00:00,90.8
729,2016-09-02 12:00:00,16.8
1232,2016-09-02 12:00:00,248.017
1245,2016-09-02 12:00:00,75.1562
1262,2016-09-02 12:00:00,128.12
1273,2016-09-02 12:00:00,183.0
1277,2016-09-02 12:00:00,143.125
1285,2016-09-02 12:00:00,276.0
1300,2016-09-02 12:00:00,61.1748
1303,2016-09-02 12:00:00,622.629
39,2016-09-02 13:00:00,421.481
45,2016-09-02 13:00:00,3.1056
56,2016-09-02 13:00:00,289.064
75,2016-09-02 13:00:00,406.806
77,2016-09-02 13:00:00,149.61700000000002
82,2016-09-02 13:00:00,80.1326
110,2016-09-02 13:00:00,346.5
114,2016-09-02 13:00:00,1092.5
124,2016-09-02 13:00:00,66.1
152,2016-09-02 13:00:00,9.125
153,2016-09-02 13:00:00,30.9
675,2016-09-02 13:00:00,36.4
683,2016-09-02 13:00:00,7.2
702,2016-09-02 13:00:00,26.9
723,2016-09-02 13:00:00,147.3
724,2016-09-02 13:00:00,84.3
729,2016-09-02 13:00:00,18.1
1232,2016-09-02 13:00:00,257.01
1245,2016-09-02 13:00:00,77.9687
1262,2016-09-02 13:00:00,159.15
1273,2016-09-02 13:00:00,205.0
1277,2016-09-02 13:00:00,137.793
1285,2016-09-02 13:00:00,282.0
1300,2016-09-02 13:00:00,65.48100000000001
1303,2016-09-02 13:00:00,642.336
39,2016-09-02 14:00:00,411.925
45,2016-09-02 14:00:00,3.1398
56,2016-09-02 14:00:00,292.47700000000003
75,2016-09-02 14:00:00,409.536
77,2016-09-02 14:00:00,145.795
82,2016-09-02 14:00:00,59.5192
110,2016-09-02 14:00:00,361.375
114,2016-09-02 14:00:00,1098.5
124,2016-09-02 14:00:00,66.6
152,2016-09-02 14:00:00,9.062
153,2016-09-02 14:00:00,34.1
675,2016-09-02 14:00:00,37.6
683,2016-09-02 14:00:00,7.5
702,2016-09-02 14:00:00,26.6
723,2016-09-02 14:00:00,146.3
724,2016-09-02 14:00:00,84.1
729,2016-09-02 14:00:00,15.0
1232,2016-09-02 14:00:00,273.007
1245,2016-09-02 14:00:00,77.5938
1262,2016-09-02 14:00:00,147.6
1273,2016-09-02 14:00:00,213.0
1277,2016-09-02 14:00:00,145.624
1285,2016-09-02 14:00:00,293.0
1300,2016-09-02 14:00:00,69.4709
1303,2016-09-02 14:00:00,667.7760000000001
39,2016-09-02 15:00:00,400.32199999999995
45,2016-09-02 15:00:00,3.1398
56,2016-09-02 15:00:00,303.057
75,2016-09-02 15:00:00,393.155
77,2016-09-02 15:00:00,128.86700000000002
82,2016-09-02 15:00:00,44.0934
110,2016-09-02 15:00:00,355.0
114,2016-09-02 15:00:00,1114.5
124,2016-09-02 15:00:00,67.2
152,2016-09-02 15:00:00,10.969
153,2016-09-02 15:00:00,34.1
675,2016-09-02 15:00:00,35.6
683,2016-09-02 15:00:00,6.9
702,2016-09-02 15:00:00,15.2
723,2016-09-02 15:00:00,130.7
724,2016-09-02 15:00:00,78.5
729,2016-09-02 15:00:00,14.4
1232,2016-09-02 15:00:00,288.002
1245,2016-09-02 15:00:00,74.625
1262,2016-09-02 15:00:00,152.44
1273,2016-09-02 15:00:00,218.0
1277,2016-09-02 15:00:00,154.121
1285,2016-09-02 15:00:00,285.0
1300,2016-09-02 15:00:00,70.8577
1303,2016-09-02 15:00:00,659.0
39,2016-09-02 16:00:00,388.718
45,2016-09-02 16:00:00,3.1398
56,2016-09-02 16:00:00,281.897
75,2016-09-02 16:00:00,390.424
77,2016-09-02 16:00:00,118.493
82,2016-09-02 16:00:00,41.3631
110,2016-09-02 16:00:00,354.875
114,2016-09-02 16:00:00,1079.5
124,2016-09-02 16:00:00,60.7
152,2016-09-02 16:00:00,9.5
153,2016-09-02 16:00:00,32.2
675,2016-09-02 16:00:00,45.3
683,2016-09-02 16:00:00,7.8
702,2016-09-02 16:00:00,10.9
723,2016-09-02 16:00:00,100.2
724,2016-09-02 16:00:00,59.5
729,2016-09-02 16:00:00,12.3
1232,2016-09-02 16:00:00,291.005
1245,2016-09-02 16:00:00,78.4375
1262,2016-09-02 16:00:00,208.04
1273,2016-09-02 16:00:00,214.0
1277,2016-09-02 16:00:00,145.957
1285,2016-09-02 16:00:00,284.0
1300,2016-09-02 16:00:00,69.1303
1303,2016-09-02 16:00:00,665.5310000000001
39,2016-09-02 17:00:00,343.66900000000004
45,2016-09-02 17:00:00,3.1739
56,2016-09-02 17:00:00,283.945
75,2016-09-02 17:00:00,387.694
77,2016-09-02 17:00:00,118.493
82,2016-09-02 17:00:00,53.7857
110,2016-09-02 17:00:00,345.5
114,2016-09-02 17:00:00,1045.5
124,2016-09-02 17:00:00,47.9
152,2016-09-02 17:00:00,9.0
153,2016-09-02 17:00:00,25.3
675,2016-09-02 17:00:00,42.8
683,2016-09-02 17:00:00,6.3
702,2016-09-02 17:00:00,11.8
723,2016-09-02 17:00:00,90.8
724,2016-09-02 17:00:00,22.2
729,2016-09-02 17:00:00,10.4
1232,2016-09-02 17:00:00,291.0
1245,2016-09-02 17:00:00,78.8125
1262,2016-09-02 17:00:00,155.33
1273,2016-09-02 17:00:00,217.0
1277,2016-09-02 17:00:00,154.454
1285,2016-09-02 17:00:00,298.0
1300,2016-09-02 17:00:00,67.9017
1303,2016-09-02 17:00:00,641.719
39,2016-09-02 18:00:00,321.486
45,2016-09-02 18:00:00,3.1398
56,2016-09-02 18:00:00,291.795
75,2016-09-02 18:00:00,387.694
77,2016-09-02 18:00:00,120.131
82,2016-09-02 18:00:00,64.0241
110,2016-09-02 18:00:00,336.0
114,2016-09-02 18:00:00,1005.0
124,2016-09-02 18:00:00,32.6
152,2016-09-02 18:00:00,8.062000000000001
153,2016-09-02 18:00:00,24.5
675,2016-09-02 18:00:00,35.9
683,2016-09-02 18:00:00,3.3
702,2016-09-02 18:00:00,11.6
723,2016-09-02 18:00:00,84.6
724,2016-09-02 18:00:00,15.6
729,2016-09-02 18:00:00,4.7
1232,2016-09-02 18:00:00,290.006
1245,2016-09-02 18:00:00,77.25
1262,2016-09-02 18:00:00,147.33
1273,2016-09-02 18:00:00,211.0
1277,2016-09-02 18:00:00,146.457
1285,2016-09-02 18:00:00,278.0
1300,2016-09-02 18:00:00,67.8652
1303,2016-09-02 18:00:00,672.679
39,2016-09-02 19:00:00,330.35900000000004
45,2016-09-02 19:00:00,3.5834
56,2016-09-02 19:00:00,286.334
75,2016-09-02 19:00:00,382.234
77,2016-09-02 19:00:00,125.045
82,2016-09-02 19:00:00,62.113
110,2016-09-02 19:00:00,331.5
114,2016-09-02 19:00:00,923.0
124,2016-09-02 19:00:00,30.6
152,2016-09-02 19:00:00,7.282
153,2016-09-02 19:00:00,23.4
675,2016-09-02 19:00:00,141.1
683,2016-09-02 19:00:00,2.4
702,2016-09-02 19:00:00,10.8
723,2016-09-02 19:00:00,80.3
724,2016-09-02 19:00:00,14.7
729,2016-09-02 19:00:00,4.1
1232,2016-09-02 19:00:00,273.97700000000003
1245,2016-09-02 19:00:00,80.4062
1262,2016-09-02 19:00:00,145.56
1273,2016-09-02 19:00:00,212.0
1277,2016-09-02 19:00:00,0.0
1285,2016-09-02 19:00:00,307.0
1300,2016-09-02 19:00:00,0.0
1303,2016-09-02 19:00:00,685.9639999999999
39,2016-09-02 20:00:00,374.384
45,2016-09-02 20:00:00,4.8462
56,2016-09-02 20:00:00,279.16700000000003
75,2016-09-02 20:00:00,379.503
77,2016-09-02 20:00:00,134.874
82,2016-09-02 20:00:00,52.6936
110,2016-09-02 20:00:00,333.25
114,2016-09-02 20:00:00,812.0
124,2016-09-02 20:00:00,24.1
152,2016-09-02 20:00:00,9.5
153,2016-09-02 20:00:00,22.5
675,2016-09-02 20:00:00,194.0
683,2016-09-02 20:00:00,1.9
702,2016-09-02 20:00:00,11.0
723,2016-09-02 20:00:00,66.7
724,2016-09-02 20:00:00,14.8
729,2016-09-02 20:00:00,3.8
1232,2016-09-02 20:00:00,278.02299999999997
1245,2016-09-02 20:00:00,80.125
1262,2016-09-02 20:00:00,143.78
1273,2016-09-02 20:00:00,212.0
1277,2016-09-02 20:00:00,141.792
1285,2016-09-02 20:00:00,292.0
1300,2016-09-02 20:00:00,67.9017
1303,2016-09-02 20:00:00,648.891
39,2016-09-02 21:00:00,371.3130000000001
45,2016-09-02 21:00:00,4.812
56,2016-09-02 21:00:00,282.23900000000003
75,2016-09-02 21:00:00,374.043
77,2016-09-02 21:00:00,107.572
82,2016-09-02 21:00:00,57.8811
110,2016-09-02 21:00:00,322.125
114,2016-09-02 21:00:00,779.5
124,2016-09-02 21:00:00,22.8
152,2016-09-02 21:00:00,8.031
153,2016-09-02 21:00:00,21.3
675,2016-09-02 21:00:00,187.7
683,2016-09-02 21:00:00,2.3
702,2016-09-02 21:00:00,11.8
723,2016-09-02 21:00:00,65.3
724,2016-09-02 21:00:00,14.7
729,2016-09-02 21:00:00,4.0
1232,2016-09-02 21:00:00,271.007
1245,2016-09-02 21:00:00,73.25
1262,2016-09-02 21:00:00,134.29
1273,2016-09-02 21:00:00,206.0
1277,2016-09-02 21:00:00,132.79399999999998
1285,2016-09-02 21:00:00,292.0
1300,2016-09-02 21:00:00,62.4277
1303,2016-09-02 21:00:00,674.64
39,2016-09-02 22:00:00,353.566
45,2016-09-02 22:00:00,4.8462
56,2016-09-02 22:00:00,289.064
75,2016-09-02 22:00:00,376.773
77,2016-09-02 22:00:00,119.585
82,2016-09-02 22:00:00,53.5127
110,2016-09-02 22:00:00,322.0
114,2016-09-02 22:00:00,757.5
124,2016-09-02 22:00:00,24.4
152,2016-09-02 22:00:00,8.437000000000001
153,2016-09-02 22:00:00,20.3
675,2016-09-02 22:00:00,136.1
683,2016-09-02 22:00:00,1.4
702,2016-09-02 22:00:00,11.2
723,2016-09-02 22:00:00,63.2
724,2016-09-02 22:00:00,14.8
729,2016-09-02 22:00:00,3.6
1232,2016-09-02 22:00:00,254.987
1245,2016-09-02 22:00:00,58.7188
1262,2016-09-02 22:00:00,108.66
1273,2016-09-02 22:00:00,195.0
1277,2016-09-02 22:00:00,135.627
1285,2016-09-02 22:00:00,252.0
1300,2016-09-02 22:00:00,60.0557
1303,2016-09-02 22:00:00,610.066
39,2016-09-02 23:00:00,299.985
45,2016-09-02 23:00:00,4.812
56,2016-09-02 23:00:00,275.754
75,2016-09-02 23:00:00,242.991
77,2016-09-02 23:00:00,152.347
82,2016-09-02 23:00:00,77.9484
110,2016-09-02 23:00:00,315.0
114,2016-09-02 23:00:00,679.0
124,2016-09-02 23:00:00,24.7
152,2016-09-02 23:00:00,8.532
153,2016-09-02 23:00:00,22.1
675,2016-09-02 23:00:00,40.9
683,2016-09-02 23:00:00,1.5
702,2016-09-02 23:00:00,11.2
723,2016-09-02 23:00:00,62.1
724,2016-09-02 23:00:00,14.8
729,2016-09-02 23:00:00,3.9
1232,2016-09-02 23:00:00,259.97900000000004
1245,2016-09-02 23:00:00,57.4688
1262,2016-09-02 23:00:00,104.1
1273,2016-09-02 23:00:00,194.0
1277,2016-09-02 23:00:00,124.463
1285,2016-09-02 23:00:00,226.0
1300,2016-09-02 23:00:00,56.1874
1303,2016-09-02 23:00:00,604.627
39,2016-09-03 00:00:00,308.858
45,2016-09-03 00:00:00,4.7779
56,2016-09-03 00:00:00,253.912
75,2016-09-03 00:00:00,180.196
77,2016-09-03 00:00:00,147.433
82,2016-09-03 00:00:00,77.8119
110,2016-09-03 00:00:00,315.16700000000003
114,2016-09-03 00:00:00,785.6669999999999
124,2016-09-03 00:00:00,20.9
152,2016-09-03 00:00:00,8.875
153,2016-09-03 00:00:00,21.3
675,2016-09-03 00:00:00,40.7
683,2016-09-03 00:00:00,1.4
702,2016-09-03 00:00:00,12.5
723,2016-09-03 00:00:00,65.6
724,2016-09-03 00:00:00,14.5
729,2016-09-03 00:00:00,3.5
1232,2016-09-03 00:00:00,253.024
1245,2016-09-03 00:00:00,60.875
1262,2016-09-03 00:00:00,108.43
1273,2016-09-03 00:00:00,206.0
1277,2016-09-03 00:00:00,119.298
1285,2016-09-03 00:00:00,242.0
1300,2016-09-03 00:00:00,53.0003
1303,2016-09-03 00:00:00,588.813
39,2016-09-03 01:00:00,307.835
45,2016-09-03 01:00:00,4.812
56,2016-09-03 01:00:00,266.54
75,2016-09-03 01:00:00,172.005
77,2016-09-03 01:00:00,162.17600000000002
82,2016-09-03 01:00:00,46.2776
110,2016-09-03 01:00:00,317.70799999999997
114,2016-09-03 01:00:00,756.8330000000001
124,2016-09-03 01:00:00,20.7
152,2016-09-03 01:00:00,8.5833
153,2016-09-03 01:00:00,21.7
675,2016-09-03 01:00:00,39.8
683,2016-09-03 01:00:00,1.5
702,2016-09-03 01:00:00,10.9
723,2016-09-03 01:00:00,61.9
724,2016-09-03 01:00:00,14.6
729,2016-09-03 01:00:00,3.7
1232,2016-09-03 01:00:00,249.968
1245,2016-09-03 01:00:00,54.3438
1262,2016-09-03 01:00:00,76.47
1273,2016-09-03 01:00:00,191.0
1277,2016-09-03 01:00:00,107.635
1285,2016-09-03 01:00:00,210.0
1300,2016-09-03 01:00:00,58.7298
1303,2016-09-03 01:00:00,558.335
39,2016-09-03 02:00:00,307.152
45,2016-09-03 02:00:00,4.7779
56,2016-09-03 02:00:00,246.404
75,2016-09-03 02:00:00,163.814
77,2016-09-03 02:00:00,126.137
82,2016-09-03 02:00:00,55.8334
110,2016-09-03 02:00:00,308.25
114,2016-09-03 02:00:00,723.5
124,2016-09-03 02:00:00,21.0
152,2016-09-03 02:00:00,7.75
153,2016-09-03 02:00:00,21.1
675,2016-09-03 02:00:00,39.7
683,2016-09-03 02:00:00,1.4
702,2016-09-03 02:00:00,10.8
723,2016-09-03 02:00:00,60.3
724,2016-09-03 02:00:00,14.6
729,2016-09-03 02:00:00,4.0
1232,2016-09-03 02:00:00,226.002
1245,2016-09-03 02:00:00,56.6875
1262,2016-09-03 02:00:00,74.34
1273,2016-09-03 02:00:00,183.0
1277,2016-09-03 02:00:00,69.1463
1285,2016-09-03 02:00:00,218.0
1300,2016-09-03 02:00:00,54.7155
1303,2016-09-03 02:00:00,542.658
39,2016-09-03 03:00:00,310.906
45,2016-09-03 03:00:00,4.7779
56,2016-09-03 03:00:00,243.674
75,2016-09-03 03:00:00,155.624
77,2016-09-03 03:00:00,158.35399999999998
82,2016-09-03 03:00:00,54.8778
110,2016-09-03 03:00:00,302.25
114,2016-09-03 03:00:00,718.0
124,2016-09-03 03:00:00,20.9
152,2016-09-03 03:00:00,12.656
153,2016-09-03 03:00:00,21.7
675,2016-09-03 03:00:00,39.9
683,2016-09-03 03:00:00,1.4
702,2016-09-03 03:00:00,11.3
723,2016-09-03 03:00:00,60.2
724,2016-09-03 03:00:00,14.7
729,2016-09-03 03:00:00,3.6
1232,2016-09-03 03:00:00,215.982
1245,2016-09-03 03:00:00,54.625
1262,2016-09-03 03:00:00,71.82
1273,2016-09-03 03:00:00,187.0
1277,2016-09-03 03:00:00,70.3126
1285,2016-09-03 03:00:00,200.0
1300,2016-09-03 03:00:00,55.6765
1303,2016-09-03 03:00:00,536.237
39,2016-09-03 04:00:00,314.319
45,2016-09-03 04:00:00,4.7779
56,2016-09-03 04:00:00,252.547
75,2016-09-03 04:00:00,161.084
77,2016-09-03 04:00:00,165.99900000000002
82,2016-09-03 04:00:00,84.9105
110,2016-09-03 04:00:00,302.875
